Player,Games,AvgElo,Wins,Losses,Draws
Nithraw,43,915.1,21,21,1
BOSS_ANQUEEN,43,1932.2,20,20,3
chess64cz,43,1716.5,15,23,5
yosef1981,43,1884.5,22,19,2
katrich_sergey,43,1998.3,15,26,2
shabrawy,43,1715.1,25,14,4
Hyperaktivitet,43,2281.6,26,14,3
Philipchess01,43,1264.9,23,20,0
raviom,43,2031.2,21,21,1
Alexis_ON,43,1907.1,19,21,3
siavash123456,43,1751.7,21,21,1
alfiere1954,43,1335.6,15,26,2
dhananjay61,43,1564.5,23,20,0
ingram12,43,1533.4,23,19,1
frengels,43,2164.8,24,16,3
mnbmnb023023,43,1999.2,19,20,4
zyronthegreat24,43,1606.1,20,21,2
Majidmf,43,1818.7,23,20,0
Neverland3000,43,2346.1,23,17,3
CLAT22,43,2224.4,23,17,3
Engulf,43,2399.0,29,13,1
n2009yaa,43,1987.3,15,22,6
JanRoldan,43,1398.5,21,21,1
Chess-Boi,43,2035.7,21,21,1
Ruchkin,43,2179.4,25,14,4
Felix2001,42,1305.9,21,20,1
litespecter,42,1458.5,20,21,1
draca,42,1644.8,21,20,1
bragiin,42,2142.5,13,24,5
JessieLM,42,2251.3,18,21,3
ayadkerkuk,42,1472.5,25,15,2
auket,42,2008.9,21,19,2
superengine,42,1859.3,21,21,0
cesar0,42,1449.4,22,19,1
gabriel09garcia,42,1943.1,23,19,0
yesyespee,42,1635.3,17,24,1
thomashertzberger,42,1602.0,18,24,0
fatoni101077,42,1678.1,24,17,1
Ihor_1012,42,1763.2,17,24,1
taxipopeyez2,42,1191.2,16,23,3
stefan9822,42,2089.9,17,23,2
heriberto1993,42,1939.0,23,18,1
Vasilakis_45,42,1510.3,23,16,3
Larsius157,42,1642.7,19,22,1
Oscardog,42,1231.7,18,22,2
majidmirh,42,1176.9,25,16,1
mathurashrestha,42,1605.1,13,28,1
Masisi,42,1694.5,20,22,0
josephdemaistre2,42,1705.6,20,18,4
rafael4455,42,1486.1,21,21,0
Rajushilpi051966,42,2020.6,19,23,0
gidupocakue,42,1976.6,21,18,3
Aura_TH,42,1972.1,17,23,2
anatolyp,42,2040.2,24,17,1
zsapo,42,1969.5,21,18,3
Chabiekov,42,1925.3,27,15,0
tropicanooo,42,1941.7,23,18,1
ifonegmel,42,1046.0,20,22,0
Nosiuss41,42,1932.5,19,17,6
Newton1465,42,2023.3,19,18,5
WMN64,42,1693.0,19,22,1
MrChevelev,42,1880.5,17,22,3
Manbear111,42,1465.3,21,21,0
cad2024,42,2486.5,19,19,4
whitesnakes23,42,2221.1,21,15,6
prometey21,42,2256.6,16,20,6
mohammad7798,42,1558.0,22,16,4
zahakaido,42,1538.2,24,14,4
yiopta,42,1458.3,19,23,0
betajago14,42,1692.3,24,16,2
phileba,42,1516.1,28,14,0
L6066477,42,1239.6,16,23,3
AMarcos300,42,1926.3,25,16,1
roccotoronto,42,1673.2,23,19,0
ataha-1,42,1445.3,18,23,1
Phyrezon,42,1866.0,23,16,3
oscarXXI,42,1997.7,25,17,0
KingAr2r,42,1784.6,26,15,1
caglarmeker,42,1877.5,25,17,0
Durgesh_nds,41,1630.2,19,19,3
patriolino,41,1277.3,20,21,0
Ogorg,41,1656.1,16,24,1
Andreas_Bregas,41,1203.9,16,23,2
zlatkoz26,41,1943.4,27,13,1
saplim666,41,1827.3,21,19,1
victordavid0211,41,1826.6,21,20,0
bahram28854,41,2193.8,21,14,6
Moon61,41,1697.9,16,25,0
sunnyoutside,41,2067.0,19,19,3
marchelli,41,1190.2,19,20,2
gtomov,41,2434.6,20,18,3
Eltonba,41,1702.3,10,30,1
gogo_db,41,1748.7,21,20,0
grey_04,41,1751.2,16,24,1
alns1,41,1340.5,22,19,0
mohammadrr60,41,1978.5,18,21,2
hosiiiiiiiii,41,1524.9,17,23,1
MPANJAKA_BE,41,1772.2,13,26,2
aboalwan,41,1773.4,18,22,1
Jundaloop,41,1956.2,25,16,0
Beko_Aly,41,2027.4,24,14,3
DadashianEduard,41,2002.1,15,21,5
misterY123xyz,41,1740.0,22,19,0
Ariful06,41,1714.1,22,17,2
Parttime_Patzer,41,976.4,14,25,2
Madduwattas,41,1190.6,21,20,0
titanirk2020,41,1434.1,21,20,0
RBGANIT14227,41,1595.9,22,17,2
qwertzasdfg,41,1565.5,18,23,0
ode_buas,41,2066.6,23,18,0
p2blo94,41,1223.1,20,20,1
Darous61,41,1829.0,16,23,2
khairikz,41,2124.7,19,20,2
Nikitka228,41,1846.2,19,21,1
zap92,41,1585.7,16,23,2
rahul619debbarma,41,1627.0,21,19,1
ATTRV122I,41,1905.2,17,19,5
BakatkinSergey,41,1419.3,19,22,0
Tuzman,41,1928.8,20,19,2
APYzad,41,1636.0,15,26,0
susih2209,41,2053.9,22,17,2
waleid_amin2000,41,1916.6,20,19,2
DashHardeen,41,1991.5,25,15,1
harpy_hags,41,1852.3,20,20,1
tipary,41,2002.4,21,19,1
bujhmyfcnz,41,1872.2,22,17,2
kirsan1978,41,2104.7,23,18,0
nilgeiman,41,1605.7,24,17,0
serg_meus,41,1852.6,17,22,2
lets_Revil,41,1524.1,19,21,1
bilaltrifi,41,2301.1,21,16,4
tiarnan01,41,1449.0,14,27,0
zabioo,41,1831.9,21,19,1
serge-che,41,1031.0,19,18,4
romakorpanyuk,41,849.5,17,22,2
Britox,41,1785.3,20,21,0
Bekhruz_YusMus,41,674.1,14,23,4
kudalautt,41,1578.4,25,13,3
Kabechaloco,41,1753.9,20,20,1
CatzorYum,41,1572.5,21,20,0
Valeriantich,40,1897.2,19,20,1
dddd123dddd12,40,2397.0,18,19,3
thanasis2028,40,1851.0,20,19,1
Schachheld57,40,1909.1,18,18,4
holaloya,40,1402.5,20,19,1
Hans_Katz,40,1361.2,20,19,1
Facocerorugoso,40,1693.0,24,16,0
A_big_kittttty,40,2385.2,15,23,2
t23232323,40,1986.2,16,22,2
Schachmetro,40,2115.9,18,22,0
etmoides,40,1978.6,23,13,4
hasiporkoca1,40,2077.6,16,22,2
DJA_2_Dohar,40,1837.9,25,15,0
Bhubaneshwar,40,1763.0,23,16,1
Mark1101smd,40,1708.3,16,23,1
mohamady1010,40,1556.4,20,20,0
roger2001rene,40,1357.4,22,16,2
sdonmez66,40,1885.8,14,24,2
rejell,40,1572.9,24,14,2
lazermuti,40,1843.8,26,13,1
k_andrv,40,1898.2,15,23,2
master_in_making,40,2238.7,20,15,5
BjonDaiden777,40,1655.9,26,11,3
IveBeenPwned,40,1294.6,20,19,1
gricky,40,1921.5,19,20,1
clarkdelacruz,40,1539.8,21,17,2
laglag,40,2026.6,19,18,3
poleriomuzio,40,1917.8,16,18,6
SageEsq,40,1381.4,19,20,1
GALEEVRUSLAN,40,1598.8,12,28,0
Ranjith476,40,1270.3,16,24,0
raulalca,40,1686.4,27,10,3
IvanBrylin,40,2212.7,17,19,4
Davidcmejias,40,1537.0,19,20,1
Strike_the_Centre,40,1598.5,23,14,3
djon8040,40,1527.1,19,20,1
mucho_cuidado,40,2070.2,22,17,1
Franky008,40,1928.6,17,20,3
Mattias89,40,1320.0,14,25,1
serg10426,40,1643.8,22,17,1
santigraffigna,40,1667.2,22,15,3
spivakclcls,40,1192.0,18,22,0
inspectorcor,40,1686.8,18,21,1
tunante01,40,1788.7,24,14,2
Davidcarpediem,40,1938.0,18,20,2
FriendlyMisanthrope,40,2078.2,17,21,2
aziz-67,40,1585.3,17,23,0
alba_bellator,40,1924.4,22,17,1
capamalo,40,2207.2,20,13,7
Mihail19710604,40,1496.8,17,21,2
Mge1006,40,1774.2,18,20,2
Absolutebeginner11,40,1340.9,18,21,1
totek1,40,1934.8,18,19,3
Paul_737,40,1441.5,17,23,0
Shasir8848,40,1577.5,22,15,3
Metsuryu,40,1165.1,18,20,2
xtregress,40,2223.2,19,19,2
mille1000,40,1784.6,20,19,1
Amos1692,40,2014.5,22,17,1
marwan_4678,40,767.2,19,19,2
verniedeck,40,2427.5,19,18,3
mariociccio,40,1453.4,20,19,1
czechmaters,40,1791.0,20,19,1
PCM72,40,1631.1,17,21,2
Shahid65,40,1854.0,13,27,0
NikolaiKopytov,39,2077.9,17,16,6
Laly123,39,2064.4,29,8,2
bindutry,39,1589.8,18,20,1
lolxrrx,39,1600.2,12,26,1
despi,39,2017.0,25,13,1
arshia2012m,39,1629.9,19,17,3
Dev0014,39,1186.8,25,13,1
pipeto2,39,1399.9,14,24,1
lordavos,39,1603.4,16,21,2
craciunremus66,39,1691.5,16,19,4
wahyuekop,39,909.1,15,21,3
HighlanderO,39,1918.5,20,15,4
yassovalane,39,1862.6,21,16,2
kasparzin,39,2016.4,19,17,3
chessaddict1965,39,2130.7,17,22,0
chinteg1,39,2062.3,22,13,4
Robert_Lapasda,39,1707.7,18,21,0
joSSe1,39,1552.8,21,18,0
NeverDuckSmoke,39,1513.3,20,18,1
kinggamal,39,1783.6,21,16,2
Gilang-pratama,39,1938.5,15,22,2
Freewas,39,2018.8,24,14,1
manpafa,39,1409.7,19,19,1
NacimR,39,1652.6,24,13,2
gallactus_soon,39,1258.8,22,16,1
agarkovden,39,1712.9,17,21,1
Hasanpour-esmaeel,39,1557.5,19,18,2
Creator115,39,1875.1,22,16,1
danilagryazin,39,1231.9,21,16,2
strongforcehold,39,1761.0,22,16,1
cientificodelpalo,39,1936.2,18,20,1
Gusma2020,39,2152.1,22,15,2
latifsebba,39,1558.8,15,22,2
ChessScriptMaster,39,1905.7,14,22,3
Dragonlko100,39,1874.5,23,15,1
rolltide72,39,1335.2,21,18,0
boreconstrictor,39,2277.3,21,14,4
MagnusKarol,39,1528.9,19,18,2
CoelhoDaAlice,39,1513.0,22,17,0
MgcnofRiga,39,2105.6,16,23,0
zayobayo,39,2344.7,18,17,4
Aquila-Reale,39,1927.4,18,18,3
wednesday0192,39,1630.1,20,18,1
LebedevVitalii57,39,1823.9,22,14,3
gioGo,39,2476.1,25,11,3
Gabs88,39,2114.6,25,12,2
fkuchtrz,39,1876.5,15,22,2
Dearedus,39,2254.8,19,18,2
Baydemir,39,2022.3,19,19,1
Devchass,39,2126.1,20,15,4
unnamedmonster,39,1771.9,16,21,2
Afghan-Kabul,39,1534.4,15,22,2
Berrak_D,39,1608.0,16,22,1
SharifJ,39,1956.6,25,14,0
sjobtom,39,1909.8,18,16,5
iliailii,39,1396.3,16,21,2
MoebiusSt21,39,2194.7,16,19,4
Nitheesh_57,39,1187.7,20,18,1
Levilevitt,39,1459.2,24,14,1
adi41champ,39,2167.3,23,14,2
EnPassantWizard,39,1438.4,16,22,1
AVM7,39,1692.8,20,17,2
Ivan_SJ,39,1768.4,19,18,2
paupin,39,2232.8,15,23,1
Aiglevaste,39,1633.9,22,13,4
MartinLeu,39,1433.4,22,17,0
pijol,38,2120.4,20,17,1
BigBen0000,38,2029.6,17,19,2
marek1405,38,1670.4,22,16,0
kebabconsumer35,38,2014.7,16,19,3
soscl0,38,1985.7,13,21,4
EmirhanPolat,38,1077.0,22,13,3
Basilus-Valentinus,38,1447.4,20,15,3
Ivanomran,38,1759.3,27,9,2
moisescmc,38,1629.8,19,16,3
shur239,38,2143.5,17,19,2
KaiPi80,38,1406.4,20,17,1
Knightrouble,38,2323.8,18,17,3
Getribica,38,1577.5,14,21,3
NickUni,38,1880.4,20,17,1
dalboris,38,1691.1,13,24,1
Melavon,38,1579.1,17,15,6
LAB66,38,1343.2,18,17,3
norbertotorres,38,1533.7,24,14,0
jhapi,38,1274.3,26,11,1
Moelli-e6,38,2306.7,16,21,1
Marcelo_Suarez,38,1584.8,18,18,2
shaileshjain11,38,1843.5,19,16,3
sergeluryi,38,1543.7,15,23,0
poory600,38,1814.7,19,18,1
afrigerung,38,1748.4,12,23,3
ethunder,38,1470.0,19,18,1
twigger,38,1641.3,21,17,0
layla1024,38,1208.1,17,20,1
andrej_sergeev,38,1745.0,19,16,3
Oleg_Vereshchagin_49,38,2096.2,17,20,1
Aimee_Mulunji123,38,1360.1,17,21,0
ws42,38,2044.4,25,11,2
alex20231976,38,2100.2,23,12,3
toni_sensei,38,1692.9,18,17,3
Jannisiwan,38,1845.5,23,11,4
Nissan-nismo,38,1082.2,23,15,0
musicabien,38,2104.9,21,17,0
Basharat5,38,1781.1,23,15,0
AHMAD93ABD,38,1708.9,15,22,1
G00G133NP4554NT,38,1508.7,14,23,1
tovytas,38,1840.1,19,17,2
SayedTaha777,38,1266.1,20,16,2
ozkalsonmez,38,1828.0,16,19,3
Patiri,38,1550.0,20,16,2
HAPT61,38,2333.1,19,17,2
Chess-X-pert,38,1469.1,13,23,2
baretsky37,38,1540.1,15,20,3
RozmazlaBoruvka,38,1332.9,20,16,2
AlexGrifel54,38,1643.1,16,20,2
AbdulRashid14,38,1586.4,18,16,4
MrBanzai,38,1729.1,16,21,1
amazingyondaime,38,1656.2,18,20,0
EagleRay,38,1528.1,18,18,2
yanzen17,38,1927.2,20,17,1
ali_khani_lasker,38,2150.3,18,18,2
jesuisqueasy,38,1262.0,16,19,3
yasaryavuz97,38,1172.4,18,19,1
jhonzurdo12,38,907.4,22,15,1
whuwkottok,38,1617.0,21,16,1
victor008,38,1651.1,15,22,1
vssar,38,1364.2,20,17,1
taher73,38,1825.2,20,17,1
CALANTIIPE_KILLER,38,1872.7,16,22,0
abbocco,38,1539.1,20,16,2
Dm1tron,38,2037.9,19,16,3
bebodad,38,2067.1,16,20,2
buntyjo,38,1568.6,23,14,1
Lazy_Ryuk,38,2030.9,15,21,2
friend_of_ernie,38,1563.9,16,21,1
DINMAWIA100,38,1088.2,17,20,1
balouies,38,1776.9,16,21,1
tigre1996joa,38,2121.5,16,19,3
letsplaychessheheha,38,1691.5,13,23,2
DoniyorUsmonov,38,1158.7,15,23,0
stevekesti,38,1624.6,18,20,0
habibiblack,38,1883.9,18,18,2
Denzosanchez21,37,1736.0,13,22,2
ERK4T,37,1905.4,16,21,0
PEDROBAEZA123,37,1015.8,22,13,2
pod_gringo,37,1755.2,14,20,3
sfinks_1987,37,1762.5,18,19,0
clarkbab,37,1558.5,15,21,1
Ettt,37,1580.7,14,22,1
ChessFan1248,37,1887.8,21,14,2
robmwc,37,1635.6,21,15,1
sokoz,37,2181.4,23,13,1
dominant_attacker,37,1936.6,19,17,1
ostreech,37,1767.0,19,15,3
niknik49,37,1690.7,21,16,0
Grantthegreat,37,1544.1,16,19,2
skalde,37,1937.0,16,19,2
C_mathlover,37,1540.3,16,21,0
ashtipaix,37,1875.8,16,19,2
chi_plasma,37,1589.7,17,19,1
ali303030,37,1334.4,16,20,1
yuehdddhjcjddp,37,1525.4,19,17,1
roneyjilu,37,1996.2,14,22,1
squarecrash,37,1685.5,17,18,2
svlup,37,1458.2,17,17,3
Leonid0159,37,2038.1,15,19,3
LordJenkins,37,1349.4,14,21,2
Alexand199,37,1662.1,20,17,0
rodgerzhat,37,1774.6,17,18,2
Berul,37,1389.4,17,20,0
morad2000,37,1919.6,20,17,0
medmaliik,37,1678.5,13,23,1
GURUPLANNER,37,1770.8,25,9,3
Tiuz,37,1760.3,16,19,2
Geheee,37,1810.9,20,15,2
baltmaster1,37,2115.9,18,14,5
DreyVx,37,2204.5,18,17,2
ahmetbay,37,1431.9,12,24,1
mikemafia,37,2026.9,20,16,1
chambolero,37,2082.8,20,11,6
Gigi237,37,1475.7,17,17,3
ME100You,37,1349.9,20,15,2
zazi23,37,1802.7,11,25,1
neighdork,37,1854.4,17,20,0
Stanislav4ik,37,1629.7,17,20,0
MMeuble,37,1322.1,21,14,2
RPmLPT,37,2309.7,10,20,7
SingularityGambit,37,1751.0,19,16,2
redor,37,1751.5,17,15,5
unomenoz,37,1924.3,16,20,1
Igorbaburov,37,1568.2,12,24,1
Katok_64,37,2163.3,21,11,5
Amirkhani1390,37,948.8,6,29,2
Mgiftano,37,868.0,17,20,0
chknTechOfficer,37,1276.1,20,15,2
EddyGoGu,37,1557.2,16,19,2
Jimenez2017,37,1766.0,21,15,1
OlekBohus,37,2173.3,13,21,3
burcanf,37,1927.4,20,17,0
Niiiiik08,37,1794.8,15,21,1
hossein1348,37,1765.8,21,13,3
AleksandraYurevnaDUT,37,2044.2,14,20,3
albertus123456,37,2307.4,17,16,4
costinpopa,37,1609.2,20,15,2
DjoneMalder1984,37,2011.0,18,15,4
HafizDeniz,37,1664.1,17,19,1
Relaxolotl,37,1676.3,12,25,0
corimaster71,37,2036.2,17,18,2
Jose_Rui,37,1329.5,23,14,0
farid_dz,37,1868.1,17,19,1
vfhbyfpjhbyf,37,1683.0,18,17,2
IlComico,37,2027.8,14,23,0
Gabiene,37,1642.4,16,20,1
Drcen,37,1972.7,19,16,2
PhilippovAA,37,1583.9,18,18,1
shadi995,37,1445.8,20,16,1
ALMAVIVA,37,2029.0,22,15,0
bigday,37,1796.5,16,17,4
doctordimkin,37,1634.9,19,17,1
Minimarick,37,1364.4,15,21,1
kirutim,37,787.9,14,20,3
Anatoly_Shalamov,37,1896.7,15,18,4
razif-a1,37,1593.8,13,23,1
luanvrella,37,1995.2,20,15,2
RanaTraining,37,1591.3,19,18,0
Jerick_Carreon,37,1323.2,20,16,1
chanakya311,37,1209.6,19,18,0
HozonShuu,37,1319.5,17,19,1
Kalu53,37,1980.3,16,18,3
basenga,37,2162.7,22,15,0
alexur60,37,2172.2,22,12,3
omr111,37,2016.2,20,15,2
jose681010,37,1895.2,18,17,2
LordEdwin7723,37,1577.9,14,20,3
ELMalawany,37,1305.8,25,10,2
Ahmed_777_hamid,37,1875.6,22,13,2
toolslive,37,2190.9,16,19,2
Sawac,37,2377.4,20,16,1
Jbrudney,36,1786.5,18,15,3
Fardinkhalaj,36,1859.9,19,17,0
LaSpiaRussa,36,1580.4,19,16,1
NerdNa,36,1332.2,21,15,0
Googly,36,1642.7,21,15,0
SeaHorseKing,36,2168.3,18,18,0
salzamt,36,1750.1,15,19,2
IAM_prodigi,36,1333.5,22,14,0
amspalomino,36,1666.2,14,21,1
bvv46,36,1646.5,17,18,1
Pashahomeboy,36,1487.4,22,13,1
yulisman22,36,1763.8,18,14,4
Sizyumch,36,1933.7,15,19,2
Aymahn,36,1957.1,17,18,1
PetrosianTlax,36,1809.4,15,21,0
MaurolmKorz,36,1921.8,17,18,1
jjdimov,36,1982.0,20,12,4
Aftan74,36,1280.1,24,12,0
BlackNight_123,36,1865.7,19,17,0
Xksafir07,36,1336.5,16,19,1
Kiajan69,36,2350.8,18,17,1
intelite,36,1834.8,16,18,2
EmeraldBroam,36,1434.7,16,18,2
JAKO_2024,36,1346.5,20,12,4
heyhol14,36,1591.6,16,17,3
vasilakis_45,36,1509.3,17,17,2
isah_abkr,36,1994.0,23,13,0
LotosK,36,1731.2,13,21,2
bekerbb,36,976.7,16,18,2
theom69nc,36,1537.5,14,19,3
SalmonFede,36,1754.8,13,19,4
sargon6,36,1798.9,15,19,2
Khalid_azazy1,36,1510.6,17,18,1
lcade,36,1980.1,16,20,0
ShasnylOre_UL,36,1961.8,18,16,2
Haganesramp,36,1507.3,19,14,3
SergPriest1987,36,1187.5,19,16,1
MaksimSV,36,1762.8,19,13,4
mangeshp,36,1651.2,27,7,2
ForcefulMind,36,2067.5,12,22,2
mulju,36,1582.2,14,19,3
LionelCarter,36,1793.3,22,14,0
goku_j,36,1649.5,16,20,0
Abdel0007,36,1428.4,22,14,0
la_trieste,36,2031.9,15,20,1
Paulo-68,36,1857.2,15,18,3
Mansor743,36,1725.2,18,17,1
FriesianHorse,36,2140.3,18,16,2
Poknut,36,1819.1,17,19,0
SamuelBeck,36,1546.6,24,10,2
Lauffener,36,1959.4,17,18,1
Fernando_Peixe,36,1937.0,13,16,7
Anat0lyK,36,1949.3,19,15,2
Narion24,36,1696.4,14,21,1
pldime,36,2081.9,20,15,1
marcoscss,36,1465.9,19,16,1
Biliy_Pavlo,36,1980.8,19,16,1
Combos22,36,2049.6,13,22,1
france1999,36,2149.3,14,20,2
Sanelesstheory,36,2250.1,16,18,2
g_daddel,36,1750.8,14,21,1
itmekuvveti,36,1829.3,21,14,1
ANDRYRAKOTO13,36,1801.3,15,17,4
manuelr84,36,1763.1,15,20,1
lodgedtea,36,1076.5,17,18,1
shawee888,36,2296.6,15,19,2
kopol7,36,1762.1,15,20,1
pukic,36,1675.3,20,15,1
goodsadhu,36,1743.2,20,16,0
Glebib46,36,1254.7,21,13,2
Caujarao,36,1867.9,18,16,2
DDs62,36,1892.7,13,21,2
Awalk,36,2167.2,16,20,0
Marasma1,36,1691.7,20,16,0
halszka21,36,1391.2,20,16,0
Figo13,36,2376.3,20,14,2
Chikhwiya,36,1723.8,15,21,0
Mano74PSL,36,2142.0,21,15,0
Haegur,36,1754.9,26,9,1
kon77,36,2415.6,20,16,0
JCDBionicman,36,1459.2,23,12,1
handbel,36,2051.3,11,22,3
kokinha_gelada,36,1749.4,17,16,3
Croox,36,1221.8,15,20,1
fjfhfhf5868fhff,36,2138.1,15,20,1
JavierBahamondes,36,1102.4,25,11,0
yougottahavepower,36,1416.8,16,19,1
justa83iqbrazilian,35,1538.5,21,12,2
ArtemovDV,35,1963.5,21,14,0
pleighmate,35,1800.3,18,15,2
saul64,35,2127.1,17,16,2
Alexandr7171,35,1662.9,16,18,1
smishe,35,1862.1,15,18,2
Jorge_JAC,35,1440.9,21,14,0
Gmabdallah123,35,1935.5,21,14,0
go_blin1133,35,1580.0,16,16,3
ChesswarriorTampere,35,2438.5,17,14,4
Aleks10121961,35,1764.6,17,17,1
thylight,35,2442.4,17,15,3
Roteblume,35,2084.1,15,17,3
t_nazzar,35,1396.6,20,13,2
J25,35,1729.2,18,15,2
Dinozavr101,35,2038.9,22,11,2
alexmooh,35,1432.2,18,17,0
BlueMoon65,35,1592.3,18,15,2
disibodobo,35,1903.1,14,16,5
LucasMEHOR,35,1714.2,15,20,0
Alberto4245,35,1545.1,17,18,0
PavelGloba,35,1743.4,18,17,0
krtica1888,35,1752.3,17,15,3
Boozy-Woozy,35,1801.2,18,15,2
ZoRO19T9,35,1391.4,13,17,5
Aristofan1,35,2012.6,16,15,4
gorec95,35,1942.7,19,13,3
Alekseyxm,35,1788.2,20,14,1
rraarroo,35,1995.3,16,19,0
PavelMart2022,35,1978.3,16,17,2
zx21n,35,1825.1,17,18,0
mirnazemle,35,1427.7,17,17,1
funes37,35,1747.2,18,17,0
either-or,35,1819.4,20,14,1
FeintEars,35,1954.4,17,17,1
lasker_1961,35,2222.3,16,15,4
El_Pablo777,35,1671.7,17,17,1
frijappi,35,1329.7,17,18,0
PanVest,35,1959.4,18,17,0
fajri28-06,35,1670.9,13,21,1
hummina,35,1948.8,15,19,1
brakinggnus,35,2003.6,20,13,2
babaksalehi67,35,1824.3,18,17,0
FriendlyGamer16,35,1375.2,19,16,0
alt_org,35,1116.8,18,15,2
natetg57,35,1692.3,18,17,0
Jed2023,35,2031.6,18,17,0
ferenclist,35,2307.9,21,10,4
narren0,35,1778.9,15,20,0
scarsofra,35,2049.7,17,17,1
Jobzitro,35,1932.0,17,13,5
garunas,35,1755.1,18,17,0
Antsa-Fahendrena,35,1616.1,14,20,1
Johndass,35,1523.0,17,17,1
alexvv24,35,1971.9,19,15,1
dossantosbarbosa,35,1636.8,12,21,2
Phrozen,35,1298.3,13,20,2
Akki_3113,35,1844.7,18,17,0
jtmouse,35,2016.3,15,18,2
Magucho,35,1831.1,20,13,2
bbbb1350,35,1346.8,21,12,2
anguisalex,35,1534.6,17,18,0
masrashidi2537,35,1946.0,11,23,1
zorrorural,35,1968.7,21,11,3
Abhijeet_Bhushari,35,869.0,22,13,0
CILGINAT,35,2231.6,24,8,3
oduarte,35,1125.4,18,15,2
LUIBA,35,2330.3,20,12,3
Cot88,35,1672.7,18,16,1
FritzwalterHUN,35,2104.5,17,13,5
Kluh90,35,1529.8,21,14,0
KingNothing01,35,1442.1,11,23,1
hboms,35,1441.3,13,21,1
Malsawma_RVL,35,1775.5,19,16,0
dima51,35,2028.1,15,14,6
Pashken7,35,1640.8,15,18,2
nourtoka,35,2014.1,13,21,1
Mikhal2022,35,2010.9,13,20,2
omg_2019,35,1327.0,15,17,3
zavoie1,35,2018.9,18,16,1
SachinTiwari,35,1670.9,21,14,0
angoranjm,35,871.5,14,16,5
Pionirmerah,35,1913.2,17,16,2
juananton,35,1632.9,21,10,4
GarusK,35,2046.4,17,15,3
NGUOW,35,1640.3,21,14,0
yosoymarranomono,35,2054.4,17,16,2
dox_777,35,1781.3,12,21,2
Chess065,35,1868.9,19,16,0
arjitpatel,35,1920.9,15,19,1
Imiptat,35,1453.6,17,15,3
EricBerne,35,1965.5,23,10,2
wwsilva,35,1938.5,13,18,4
Melky_79,35,1934.3,16,18,1
RatingDonor99,35,1994.1,17,16,2
HuguesR,35,1454.3,12,21,2
tavsanhus,35,1453.8,17,17,1
drsivanesan,35,1905.9,16,18,1
MOHAMED_ABDI,35,1506.0,15,18,2
nilpferd13,34,2271.6,14,19,1
izd080,34,1278.1,18,15,1
amrimeteob41,34,1268.5,18,16,0
SortedAmoeba914,34,1870.1,13,20,1
ATMACASAHINI08,34,1532.0,13,20,1
keerthan768,34,1501.6,15,18,1
timedilatation,34,2136.8,14,19,1
sven123321,34,1603.8,15,16,3
Mohsen12114,34,1195.2,14,20,0
FasieSnowy,34,1507.3,19,14,1
sol289,34,1763.6,15,19,0
Pavvlad,34,1837.9,9,25,0
Cats64,34,1437.1,18,14,2
Sagace555,34,1733.9,18,15,1
Hussienkkk,34,1483.4,16,14,4
ben13ben13,34,1635.5,17,15,2
Vishwanand22,34,1749.2,17,15,2
funnyfrag1,34,1453.3,16,18,0
paul_et_mike,34,1885.3,15,15,4
Aleko021,34,1769.6,19,13,2
zhbz,34,1645.4,17,15,2
Alfredo63,34,1655.9,13,20,1
brahmakamat333,34,1959.4,16,17,1
meisterali,34,1863.9,20,14,0
klabc,34,2197.9,14,18,2
Samposebeshkin,34,1431.6,20,13,1
mastaaofdisastaa,34,1923.4,14,17,3
marty1972,34,2167.8,15,16,3
AndyBoehme,34,2197.9,20,12,2
juancbustamante,34,1320.3,18,14,2
Brahms_BG,34,2378.3,15,15,4
laminaorbitalis,34,2285.5,12,15,7
LilTrusha,34,2286.3,11,19,4
hpojak,34,1935.1,10,22,2
thunderstick,34,1158.6,20,14,0
N1K0Z,34,1563.4,19,15,0
MikhailRez,34,1809.1,12,21,1
masoumeh_hnjd,34,1240.4,14,18,2
korderof,34,1781.7,14,16,4
SergeiSergeevich,34,942.4,19,14,1
mohamed_abualleal56,34,1803.5,18,14,2
zoerod7,34,1079.5,14,17,3
MATI865,34,1791.7,18,15,1
Lewy77,34,1196.1,24,10,0
muhammad19890310,34,1482.1,23,11,0
armandogonzalezporro,34,2065.5,16,16,2
Kibria732,34,1859.9,19,14,1
Liud81,34,2217.3,19,15,0
Aareschach,34,1593.8,14,17,3
leovmt,34,972.0,13,20,1
perry444,34,1800.6,13,20,1
DenisovNik2024,34,1907.0,15,17,2
Petrian,34,2147.6,19,12,3
Krmngr,34,1266.1,19,13,2
amyr,34,2031.6,10,20,4
armen63,34,1625.5,12,21,1
Vjcbz14,34,1256.0,19,14,1
Gressman_1234,34,2070.4,14,17,3
azapsh,34,965.0,12,21,1
refras,34,2011.8,20,12,2
alnilam7,34,2305.9,15,18,1
HorsePower85,34,1609.5,14,14,6
lavla,34,1991.2,18,14,2
Rimitedo,34,855.3,16,18,0
Fridolf,34,2140.8,17,15,2
wagu00,34,2007.6,15,16,3
markku345,34,1910.1,16,17,1
NasalDemons,34,1637.0,13,20,1
meteozdemiir,34,1277.2,18,14,2
oopsiedoosie,34,1856.2,16,16,2
Aujo123456,34,2197.7,13,19,2
good1958,34,1949.9,18,15,1
MauroVillarreal,34,2006.6,13,18,3
yamato_yafets,34,1671.8,15,18,1
mauriliomaranza1981,34,1370.8,16,18,0
