Player,Games,AvgElo,Wins,Losses,Draws
yamiltoo,1,1263.0,1,0,0
grunblatt,1,1328.0,1,0,0
Birisan_Razvan,1,1695.0,1,0,0
roechie,1,1144.0,0,1,0
ruspioner37v,1,1896.0,1,0,0
rama3282,1,1976.0,1,0,0
Rafnar2,1,1011.0,1,0,0
utm10,1,1702.0,1,0,0
fahad88ar,1,977.0,1,0,0
alcraig,1,1435.0,1,0,0
Aurangazeb,1,2117.0,1,0,0
Maxi92,1,2102.0,0,1,0
damianosmatt,1,1619.0,0,1,0
ARYASENGUPTA,1,1523.0,0,1,0
AssTaffy,1,1653.0,0,1,0
Amalsnemya,1,1833.0,0,1,0
NicoBalzaHS,1,800.0,0,1,0
Phyloroform,1,1965.0,0,1,0
tinmgswe,1,1651.0,1,0,0
dafirfalah,1,1441.0,0,1,0
Valento2023,1,1437.0,1,0,0
fonig,1,1949.0,0,1,0
Serega36,1,1792.0,0,1,0
hebebe,1,1460.0,1,0,0
BobbyFish1998,1,2015.0,0,1,0
VMonreal,1,971.0,0,1,0
FlavDBR,1,1032.0,1,0,0
spuriustitus,1,2358.0,1,0,0
Sibusiso_RCA,1,1717.0,0,1,0
Ricardo936,1,1243.0,0,0,1
Elinever,1,1497.0,1,0,0
pabloerandio,1,1995.0,0,1,0
bloniak19,1,1840.0,0,1,0
swaroop762,1,1094.0,1,0,0
Maqueda2031,1,1783.0,1,0,0
zoculta,1,1174.0,0,1,0
marc100,1,2312.0,0,0,1
aliduzyol,1,1657.0,0,1,0
roverch1k,1,1820.0,1,0,0
leo007_2003,1,1107.0,0,1,0
sayak_98,1,1433.0,0,1,0
dewey_gv,1,2023.0,0,1,0
NikKanis,1,1236.0,1,0,0
vonbo,1,1735.0,0,1,0
alialgun,1,1074.0,0,1,0
TheFlyGuy,1,1280.0,1,0,0
Raven4you,1,1354.0,0,1,0
Milanxx,1,1598.0,1,0,0
TrueGentleman,1,1681.0,0,0,1
Aruzhan2024,1,1606.0,1,0,0
liam_keegan,1,1540.0,0,1,0
Dazai_Osamu_san,1,1409.0,0,1,0
scebi_zungu,1,1500.0,1,0,0
Nevvyboo,1,1388.0,0,1,0
El6harari,1,1613.0,0,1,0
DoorKnobz,1,1329.0,0,1,0
scsendlingyankee,1,1720.0,1,0,0
Steel2357,1,1257.0,1,0,0
Babaykaaa,1,1776.0,0,0,1
fedot17,1,994.0,1,0,0
Vladimir-Suvorov,1,1806.0,0,1,0
mohamadalseed,1,1877.0,1,0,0
nielmore,1,1331.0,0,1,0
Trendman22,1,1657.0,1,0,0
Bosschess0,1,1539.0,0,1,0
Basappa,1,1489.0,0,1,0
tctantr,1,1812.0,1,0,0
biat,1,1646.0,1,0,0
Romash,1,2002.0,0,1,0
Pabloelias22,1,737.0,1,0,0
chochis-20,1,1904.0,1,0,0
leleSa,1,1420.0,0,1,0
pouyan0402,1,1262.0,1,0,0
rampoe4,1,1761.0,1,0,0
drevitskii,1,1380.0,0,1,0
Kaanozclk00,1,1009.0,0,1,0
splz19,1,2070.0,1,0,0
skatewladek,1,2152.0,0,1,0
vagarshakovich,1,2131.0,1,0,0
PremoveConstantly,1,1502.0,1,0,0
Srkless,1,1284.0,1,0,0
BigB0y,1,2022.0,1,0,0
Chelolo,1,1715.0,1,0,0
SuperGods,1,1714.0,0,1,0
gerald_the_potato,1,1535.0,0,1,0
jerryb123,1,1635.0,0,1,0
jhonsonjack638,1,1480.0,1,0,0
molodilo,1,1029.0,0,1,0
MagicMacer,1,1080.0,0,1,0
alisa_vlas,1,1163.0,1,0,0
bman02,1,1516.0,1,0,0
almaz60,1,1319.0,1,0,0
werfelliov,1,1947.0,1,0,0
ZainMunir50,1,1713.0,0,1,0
Campeon2veredas,1,1947.0,0,1,0
john200397,1,1794.0,0,1,0
xynonica,1,1733.0,1,0,0
pedibaba,1,1491.0,0,1,0
Shamim1112,1,1544.0,1,0,0
danfromwaterloo,1,1538.0,0,1,0
vxzneo,1,1611.0,0,1,0
Anfh2,1,1143.0,1,0,0
Bhavesh019,1,1724.0,0,1,0
JamiLoL616,1,1399.0,1,0,0
typka,1,1304.0,0,1,0
Davidzxcv,1,1094.0,0,1,0
UnOwl,1,1453.0,0,1,0
Fekbi,1,1101.0,0,0,1
Denis_Leskov,1,1285.0,1,0,0
tactical_titan_2828,1,979.0,0,1,0
tunturuntuntun,1,1639.0,1,0,0
Vddg,1,2125.0,0,0,1
mosquito1001,1,2200.0,0,0,1
akhnoob,1,1817.0,0,1,0
AryanYekrangi,1,1588.0,1,0,0
youssefamawy2006,1,1625.0,1,0,0
alikmonzer,1,1975.0,0,1,0
saieddrb,1,1664.0,0,1,0
viacheslavy,1,1158.0,0,1,0
Iodxrf,1,1511.0,1,0,0
Sair_XD,1,1437.0,1,0,0
zoir_mirzayev,1,1386.0,1,0,0
mike2023aphro,1,1462.0,1,0,0
sunshiptrane,1,1306.0,0,1,0
Sdasdasdasd5,1,1747.0,1,0,0
Jenish23,1,1845.0,0,1,0
nsseer,1,1779.0,0,1,0
MattoLeRigloglo,1,1110.0,0,1,0
Karamaza,1,1601.0,1,0,0
viamatt,1,1018.0,0,1,0
rxndg,1,1667.0,1,0,0
Dr_Smart_y_pants_23,1,1674.0,1,0,0
IvanovVV,1,1546.0,0,1,0
Yanis1989,1,2140.0,0,1,0
AshrafulNafi,1,1431.0,0,1,0
Vasiliy14072012,1,2092.0,0,1,0
marrek132,1,1164.0,0,1,0
TrainForGain,1,2521.0,0,1,0
mbgulcemal,1,1889.0,0,1,0
schacholi97,1,1589.0,0,1,0
valijonfayzullayev,1,1652.0,0,1,0
shinji5,1,1144.0,0,1,0
rogerbrown,1,1424.0,0,1,0
ramex73,1,2033.0,1,0,0
Shahymerdan,1,1111.0,0,1,0
Ruslan_bvp,1,1305.0,1,0,0
Bahrom_Orinboyev,1,1775.0,1,0,0
Alexeyprityka,1,1703.0,0,1,0
bilalogutcu,1,789.0,0,1,0
rmg112,1,772.0,1,0,0
Termo036,1,1007.0,1,0,0
phong14,1,1716.0,1,0,0
Qulikanan,1,927.0,0,1,0
GGigrok,1,574.0,0,1,0
arkchess1963,1,2224.0,0,1,0
sss_rank_chessplayer,1,1899.0,0,1,0
siegfried1993,1,1558.0,0,1,0
rizz007,1,1361.0,0,1,0
Akeel0720,1,1290.0,0,1,0
TOA3366,1,1632.0,0,1,0
yarchex,1,1207.0,0,1,0
darcklight,1,1156.0,0,1,0
mucogambiti,1,1506.0,1,0,0
Ashterodarador,1,1781.0,1,0,0
lunaaa,1,2283.0,1,0,0
TomH22,1,1249.0,1,0,0
sokolski,1,1995.0,0,1,0
ziulin_z,1,778.0,1,0,0
Inqstr,1,1312.0,0,1,0
mo3in1049,1,1955.0,1,0,0
roma_romaiiika,1,1157.0,1,0,0
femboyhayrani3,1,1538.0,1,0,0
AS_D1988,1,1186.0,1,0,0
whiteknight776,1,1046.0,0,1,0
negay_bullet,1,1494.0,0,1,0
panigale,1,1627.0,0,1,0
RigosT,1,2027.0,0,1,0
Svovova,1,848.0,0,1,0
zol2010io,1,2048.0,1,0,0
OZKANKOC21,1,1686.0,0,1,0
Iyinolu,1,1125.0,0,1,0
dtahmetfurkann,1,1184.0,1,0,0
snubbing,1,2040.0,1,0,0
Ivanner,1,1375.0,1,0,0
ti2009kon,1,1702.0,1,0,0
Pan-sMove,1,1453.0,0,1,0
Sr_Meeseek,1,1454.0,0,1,0
nerfherder20,1,2102.0,1,0,0
x2y6,1,1663.0,0,1,0
Segovi,1,1108.0,0,1,0
ukuleleguy,1,1300.0,0,1,0
LuchoKaczer,1,1503.0,0,1,0
Xupypr222,1,973.0,0,1,0
LELOIV,1,2149.0,0,1,0
Raulkaji,1,779.0,1,0,0
Jayk42,1,995.0,0,1,0
scalpe1,1,1061.0,0,0,1
mcnick28,1,1677.0,0,1,0
Pedz089,1,942.0,0,0,1
DoubleFresh,1,1068.0,0,1,0
soufianetahiri23,1,1728.0,0,1,0
Mimchi,1,2118.0,0,1,0
tateus,1,1657.0,1,0,0
olfent,1,1250.0,0,1,0
MDimmen,1,1236.0,0,0,1
Darkasto,1,1363.0,0,1,0
raphi06,1,1294.0,0,1,0
balmaceda,1,1148.0,0,1,0
ValeninaCapablanca,1,1201.0,1,0,0
sharmagedon,1,2243.0,0,1,0
GLEB_INTER,1,1305.0,1,0,0
Ashishgurjar,1,985.0,0,1,0
bonjovi2,1,2232.0,0,1,0
baltasaurus,1,1325.0,0,1,0
wide_kebab,1,1089.0,0,1,0
alfilito2002,1,1967.0,1,0,0
Aesyklos,1,1367.0,1,0,0
ahmedkhouaja,1,1370.0,1,0,0
Mikadoman,1,1201.0,0,1,0
KONGAmis,1,1759.0,0,1,0
alex-tv1,1,1689.0,0,1,0
VietNom,1,1421.0,0,1,0
BWVoyager,1,1660.0,1,0,0
Gegroet53238,1,1662.0,1,0,0
ThePokemonEDOK,1,1247.0,0,1,0
Charlemagne_112,1,1861.0,1,0,0
ManuelCordon,1,1520.0,0,1,0
SorryIWillWin,1,2321.0,0,1,0
Ogi_Bing,1,1693.0,1,0,0
Redemptionseeker,1,1799.0,0,1,0
Mark2002,1,1610.0,1,0,0
lordDain,1,1752.0,0,0,1
monsieurselavy,1,906.0,0,1,0
Tuhonoo,1,1214.0,1,0,0
Andr88,1,1496.0,1,0,0
raaz123,1,1348.0,0,1,0
mohamadataya,1,1391.0,0,1,0
G2Zven,1,1874.0,1,0,0
Pression-Junior,1,2210.0,1,0,0
alessxxander,1,1079.0,0,1,0
Chayz05,1,1436.0,1,0,0
alphaa13,1,1278.0,0,1,0
gabicri,1,1962.0,0,1,0
harcislo,1,1545.0,1,0,0
Valera174,1,1716.0,1,0,0
royalfalcon25,1,1729.0,1,0,0
AceNachiket,1,1618.0,0,1,0
d2s04,1,2452.0,0,1,0
Alireza_alizadeh,1,1574.0,0,1,0
Kefir911,1,2045.0,1,0,0
ricardofg79,1,1200.0,1,0,0
pro_escaper,1,1781.0,0,1,0
musical222grace,1,1447.0,1,0,0
nosoykasparov,1,1667.0,0,1,0
mandov,1,2255.0,0,1,0
muench,1,1217.0,0,1,0
hertsz,1,1195.0,0,1,0
Gudenberg,1,1510.0,1,0,0
CarlosFuentes,1,730.0,1,0,0
rubenp5,1,1252.0,0,1,0
mchaitanyakumar2004,1,1900.0,0,1,0
kefahmhrz,1,1298.0,0,1,0
SaltukB,1,1032.0,0,1,0
ezze,1,1888.0,1,0,0
pawn9559,1,1968.0,1,0,0
kadiasi,1,1805.0,1,0,0
tamatane,1,2293.0,0,1,0
gonsasanCHESS,1,1286.0,0,1,0
SiriusD,1,2061.0,1,0,0
DoktorKuca,1,1852.0,0,1,0
Wind2021,1,2400.0,1,0,0
Alefkhan,1,1708.0,0,1,0
Admetus,1,1616.0,1,0,0
dyajiv,1,1756.0,0,1,0
KolDar1988,1,2158.0,0,1,0
capablancamex,1,1608.0,0,1,0
marssseniy,1,2584.0,1,0,0
Tooartek,1,1410.0,0,1,0
alsoraidy87,1,1866.0,1,0,0
AdiMit,1,2070.0,0,1,0
suraj2595,1,1294.0,0,1,0
Alinasr22,1,1480.0,1,0,0
cnc2021,1,1328.0,0,1,0
mirsultanKhan123,1,1719.0,1,0,0
Tsar_govna,1,1018.0,1,0,0
Rationelis,1,1500.0,0,1,0
Omni4,1,1889.0,0,1,0
Ulouse,1,1847.0,1,0,0
saukor,1,1892.0,1,0,0
AhmadabadGushar,1,2012.0,1,0,0
seyed111,1,1929.0,0,1,0
Bogdan9498,1,1137.0,0,1,0
ivan_trushnikov-2014,1,1728.0,0,1,0
MatiMon,1,1634.0,0,1,0
badik478,1,1047.0,0,1,0
Joker04,1,2048.0,0,1,0
C1ECHECS,1,1622.0,1,0,0
OPOSOPOF,1,1474.0,0,1,0
OlVal,1,1115.0,0,1,0
thisismyaltaccount,1,1728.0,1,0,0
HailstormChessPlayer,1,1752.0,1,0,0
Stomper4,1,1583.0,1,0,0
raif123,1,2036.0,0,1,0
SlobodoV,1,2123.0,0,1,0
tiven,1,2079.0,1,0,0
a-1391,1,854.0,0,1,0
AKR9957597454,1,1646.0,0,1,0
Osamakziz13579,1,1866.0,1,0,0
maurodik,1,2054.0,0,1,0
halilisler,1,1050.0,1,0,0
Nitokava,1,736.0,0,0,1
Monrillo,1,1735.0,0,1,0
Mark221220,1,1500.0,0,1,0
MohdRZ,1,1736.0,0,1,0
KokkinosKanapes,1,2379.0,1,0,0
elishia,1,1599.0,0,1,0
GuderianZzz,1,906.0,0,1,0
Hlomanichess,1,1335.0,0,1,0
ranabiswas85,1,1654.0,0,1,0
redright,1,1450.0,0,1,0
stustunay,1,1613.0,0,1,0
srkless,1,1291.0,0,1,0
tomsmithson,1,1498.0,0,1,0
merrygoth1,1,1856.0,1,0,0
Mr_Lomonosov,1,1493.0,1,0,0
izzetduru,1,1067.0,0,0,1
suping4,1,1298.0,0,0,1
MAVRIN23,1,1439.0,0,1,0
Caster2,1,1352.0,0,1,0
erikk474,1,1001.0,1,0,0
shreyansh_low_elo,1,991.0,0,0,1
Garoe1987,1,1636.0,1,0,0
Thereligionprof,1,1801.0,0,1,0
Ram9r,1,1108.0,1,0,0
Mabed_Salim,1,1204.0,1,0,0
ar0ck,1,1947.0,0,1,0
SUDol,1,1815.0,1,0,0
undisputeDDD,1,1717.0,1,0,0
bibile,1,1384.0,0,1,0
gwasha,1,1248.0,0,1,0
Pieter28prof,1,1642.0,1,0,0
MelchiorSternfels,1,1837.0,0,1,0
AlchemyJason,1,1662.0,1,0,0
Alexsandr-63,1,1723.0,1,0,0
Niranjan_2024,1,1969.0,1,0,0
zaidoarafat,1,996.0,0,1,0
jawayed,1,873.0,1,0,0
smashFascists,1,1082.0,0,1,0
Rosian97,1,1795.0,0,0,1
sharparch,1,1734.0,1,0,0
Germaniusser,1,1815.0,1,0,0
DHRUVTHESTAR,1,1709.0,0,1,0
Bukowski333,1,1427.0,0,1,0
Cristian26,1,1845.0,1,0,0
Dipss,1,1937.0,1,0,0
Pabloprogamer,1,1789.0,1,0,0
AmmarSalah3333,1,1117.0,1,0,0
sonny1729,1,1221.0,0,0,1
theoCouran,1,1342.0,1,0,0
TrIlyou_C,1,1269.0,1,0,0
NorthWall,1,1844.0,1,0,0
lasseden10,1,1886.0,0,1,0
Tamas1992L,1,1854.0,0,1,0
christianposh,1,1671.0,0,1,0
BlackCap09,1,1699.0,1,0,0
Mad_max9289,1,1298.0,0,1,0
dedygol123,1,1696.0,0,1,0
Hajermohy22,1,1767.0,0,1,0
Limon2973,1,2148.0,0,0,1
Artemff,1,970.0,0,1,0
chamohq76,1,864.0,0,1,0
MaxViktorY,1,1897.0,0,1,0
maryamchamann1989,1,1712.0,0,1,0
Viny911,1,1556.0,1,0,0
susmaltseva,1,1758.0,0,1,0
Emasins,1,1710.0,1,0,0
Eldeniz_Hesenov7,1,1253.0,1,0,0
doroxo123,1,1517.0,1,0,0
leivadzurc,1,2008.0,0,0,1
Ben-0mar,1,1828.0,0,1,0
GrandmasterSD,1,1125.0,1,0,0
ANANDHUAGG,1,1936.0,1,0,0
LordCannon,1,1569.0,1,0,0
Ezralwolfgang,1,1688.0,1,0,0
FahimMerbok,1,1879.0,1,0,0
J080497,1,1388.0,1,0,0
trener_1,1,2226.0,1,0,0
bhavukjoon,1,1500.0,1,0,0
Soostinator,1,1323.0,0,1,0
you_gonna_get_n7ed,1,1991.0,1,0,0
ardafuhrerolan,1,1061.0,0,0,1
yusupov_sarvar2303s,1,2232.0,0,0,1
bishop5B,1,1659.0,0,1,0
roman_shalangin,1,1661.0,1,0,0
bheegibilli,1,1543.0,1,0,0
Moloko_K,1,1666.0,0,1,0
hfa1377,1,1443.0,0,1,0
joemariepernes,1,1721.0,1,0,0
Pernoliam,1,1479.0,1,0,0
mpolki,1,1429.0,1,0,0
adem120,1,2056.0,1,0,0
Eren111btnz,1,1423.0,0,1,0
invstia,1,1446.0,0,1,0
Fcosta,1,2051.0,0,0,1
G4_Moment,1,1872.0,1,0,0
Andriy1953,1,1629.0,1,0,0
AJK2,1,1847.0,1,0,0
Room32r6,1,1813.0,0,1,0
fernumer2209,1,1645.0,1,0,0
chertnasamokate,1,738.0,1,0,0
TunicaCro,1,1945.0,0,1,0
seblast,1,1591.0,1,0,0
FGMY,1,1510.0,0,0,1
sonatine321,1,978.0,0,1,0
russian_force,1,1258.0,1,0,0
shark19910212,1,1275.0,1,0,0
ruben_ar,1,1305.0,0,1,0
Kasprov2023,1,1657.0,0,1,0
chuaky75,1,1699.0,1,0,0
JAIN_NITIN,1,1764.0,0,1,0
z-100,1,1826.0,1,0,0
DineshDewasi,1,1643.0,0,1,0
AliPro213,1,1266.0,1,0,0
AAcostAA,1,1198.0,0,1,0
shaxzigeo,1,1459.0,1,0,0
AhmedHamza7,1,1586.0,0,1,0
williebob,1,1887.0,0,1,0
Ddaniel78,1,1436.0,1,0,0
Balakai,1,1768.0,0,1,0
okankarabakii,1,934.0,1,0,0
VANEKNEEDET,1,1054.0,0,1,0
emhp8,1,1136.0,1,0,0
Mr-ZeQ,1,1913.0,0,1,0
Elterco73,1,1536.0,1,0,0
kivo,1,1848.0,1,0,0
alexeenka,1,1762.0,0,1,0
Maksiu_Baksiu123,1,1254.0,1,0,0
Birigaiz,1,1370.0,0,1,0
ChessMasterKikly,1,1691.0,0,1,0
VladimirUlianov,1,925.0,0,1,0
ViktorGBF,1,1880.0,1,0,0
zaerdtfgjh,1,1789.0,1,0,0
saihikarogo6,1,1798.0,0,1,0
HilroyTheBrave,1,1717.0,1,0,0
tigran374,1,981.0,0,1,0
CHESS_JAGUAR_7753191,1,2053.0,0,1,0
MBtraning,1,1651.0,0,1,0
stsilent,1,1424.0,1,0,0
elftom,1,2137.0,0,1,0
maks21wq,1,1697.0,0,1,0
FedorN,1,1652.0,0,0,1
record_player,1,1933.0,0,1,0
jgoldsmith3,1,1596.0,0,1,0
Sebastian_skjensvold,1,1753.0,1,0,0
YouLoseTheGame,1,1367.0,0,1,0
wrestling_006,1,1209.0,0,1,0
Fernandezz,1,1317.0,0,1,0
dhaker2024,1,1864.0,1,0,0
jamiezach1234,1,1374.0,1,0,0
Crazy_chess11,1,959.0,0,1,0
Tgjij,1,1688.0,0,1,0
Nabongiee,1,1601.0,1,0,0
Abigail-Ajedrez,1,886.0,0,1,0
Bennerbeatbox,1,2286.0,1,0,0
sheepysheep,1,1673.0,1,0,0
kmagun,1,1128.0,1,0,0
marqsvk,1,1135.0,1,0,0
Fossinn,1,993.0,0,1,0
lexopv,1,982.0,1,0,0
Raqqqq,1,1493.0,1,0,0
Neutron3000,1,1311.0,0,1,0
Eurov,1,1589.0,1,0,0
Marcos3767,1,1376.0,1,0,0
gkhansnmz,1,1293.0,0,1,0
behdadrs,1,1852.0,0,1,0
li_gam,1,1065.0,0,1,0
Ukend768,1,1089.0,1,0,0
wbzsmile2015,1,1614.0,0,0,1
AD_Hike,1,1582.0,1,0,0
Bogdan7,1,1900.0,1,0,0
federer315,1,1754.0,1,0,0
Qwerty_11,1,1681.0,0,0,1
Ben-Tn,1,1840.0,1,0,0
Keshav_pahwa,1,1550.0,1,0,0
halid_x88,1,1006.0,0,1,0
Gnach,1,1299.0,0,1,0
solkirill,1,1434.0,0,1,0
assurbanipal1,1,1469.0,0,0,1
llazarus,1,1506.0,0,1,0
atia2000,1,1651.0,0,1,0
sudol,1,1823.0,0,1,0
dthammer,1,1446.0,0,1,0
zarinabonu-2010,1,1543.0,1,0,0
andrianmocanu,1,1713.0,0,1,0
jape78,1,1341.0,0,1,0
Chess-assignments24,1,1539.0,1,0,0
vladimirski,1,1389.0,0,1,0
bemcerto,1,1707.0,0,1,0
pktmmk,1,1671.0,0,1,0
DonerDude,1,1385.0,0,1,0
fiobah,1,1893.0,1,0,0
Redfield10,1,1015.0,1,0,0
Dlonm,1,1196.0,1,0,0
an1020,1,881.0,0,1,0
Luna_viola,1,582.0,0,1,0
Ikero,1,1599.0,1,0,0
babayagaJW,1,1191.0,0,1,0
yogesh0903,1,1091.0,1,0,0
thethinggg,1,1095.0,0,1,0
randomguy10000,1,1375.0,0,0,1
Kan1809,1,1677.0,0,1,0
helmyeez,1,1130.0,0,1,0
talparovnik,1,1749.0,0,1,0
soylam,1,1665.0,0,1,0
sergo93,1,1752.0,0,1,0
Blablabla077,1,1677.0,1,0,0
trilyou_c,1,1282.0,0,0,1
sergey96367755,1,1301.0,0,0,1
jon_ferri,1,1339.0,0,1,0
flanerie,1,768.0,1,0,0
hakam---hasan,1,1905.0,1,0,0
zaizaiwo1113,1,808.0,0,1,0
sasha-luchshaya,1,1724.0,1,0,0
yourArtemiy,1,1765.0,1,0,0
achraffide03,1,1686.0,1,0,0
dennisbreen,1,1730.0,1,0,0
nibieguolaia,1,1582.0,0,1,0
RAULGRECOLME,1,1889.0,0,1,0
telluanov,1,1485.0,1,0,0
vinsyy,1,749.0,1,0,0
Aboba_ebach_228,1,1714.0,0,1,0
rsln4110,1,1057.0,1,0,0
emrat,1,1210.0,0,1,0
Ralisoa,1,1073.0,1,0,0
Kavin3011,1,1030.0,0,1,0
sergepershin83,1,1621.0,0,1,0
Mate4Wolf_Gang,1,1447.0,1,0,0
simonak,1,1331.0,0,1,0
klem110,1,1425.0,1,0,0
Ahmed_Hanyy,1,1851.0,0,1,0
romulopires,1,1703.0,1,0,0
viescolairedu13,1,925.0,0,1,0
jmoli,1,1773.0,1,0,0
BigChessPiece,1,1392.0,0,0,1
BUZORRO,1,1712.0,1,0,0
BKShankar,1,1745.0,0,1,0
Brunoiooo,1,1145.0,1,0,0
spacehaha,1,1871.0,1,0,0
Ouchenabdellah,1,916.0,0,1,0
sreco,1,2213.0,0,1,0
wassimb10,1,1500.0,1,0,0
ihavenoideawhatiamdo,1,1654.0,0,1,0
gxmc,1,2054.0,1,0,0
prepare2lol,1,1292.0,1,0,0
PAPATIKLY2009,1,1575.0,1,0,0
UPITER_2024,1,1540.0,1,0,0
ALOKKULKARNI,1,1711.0,0,1,0
IRONmanpan,1,1597.0,1,0,0
sensei2000,1,1675.0,0,1,0
tjarkw,1,1221.0,1,0,0
ironboy06,1,1281.0,0,1,0
tenebrisnebula,1,1256.0,1,0,0
Sanjib_Tax,1,1408.0,1,0,0
beny112,1,2013.0,1,0,0
cummis,1,1995.0,1,0,0
tomnguyen_pro,1,1834.0,0,1,0
israeljlp,1,1268.0,0,1,0
younga-web,1,1966.0,0,1,0
prokar_6,1,1579.0,0,1,0
Protimer001,1,1344.0,0,1,0
rooney1998,1,1641.0,1,0,0
Jonneshaber,1,1064.0,0,1,0
willemholleeder,1,1586.0,0,1,0
muhammedabbudd,1,1375.0,0,1,0
Kukul53,1,1051.0,1,0,0
yba07,1,1221.0,0,1,0
YandrewAang,1,1537.0,0,1,0
Real-Ossi,1,1816.0,1,0,0
mbk46,1,1003.0,0,1,0
vlad_tt12345,1,1302.0,0,1,0
TheWimpyKid3456,1,1812.0,0,1,0
aboyazan64,1,1506.0,1,0,0
xmaz,1,1559.0,0,1,0
vualangthang,1,2258.0,1,0,0
GAUTAM9984,1,1390.0,0,0,1
gsr2,1,1363.0,0,0,1
glanchow,1,1718.0,0,1,0
sat0rug0j0,1,1591.0,0,1,0
Konstantin1losev,1,1859.0,1,0,0
smike57,1,1879.0,0,1,0
KevinFernandez37,1,1741.0,1,0,0
clutchlord,1,1205.0,1,0,0
CyranoEnPassant,1,1034.0,0,1,0
Tmas1154,1,1522.0,1,0,0
Serpentmkd,1,1528.0,0,1,0
Aleks3011andr,1,1354.0,0,1,0
jokyrandom,1,1331.0,1,0,0
saracinov84,1,1158.0,0,1,0
Dejanna,1,1186.0,0,1,0
Greg49,1,2321.0,0,0,1
GoodPaul44,1,1437.0,0,1,0
danidan18,1,1098.0,0,1,0
mehran39,1,1857.0,0,1,0
Z-100,1,1820.0,1,0,0
huntiere,1,1884.0,0,1,0
MayloRen,1,1485.0,0,1,0
Miculics,1,1530.0,0,1,0
sergey_murunov,1,1294.0,0,1,0
WillemHolleeder,1,1596.0,0,1,0
burekcic,1,1191.0,0,1,0
restfulduck,1,1413.0,1,0,0
Filkrucki,1,1337.0,0,1,0
Balkan21,1,1171.0,1,0,0
violentpawn,1,1762.0,0,1,0
Leo_454,1,2467.0,1,0,0
ogty2e,1,1252.0,1,0,0
CoolOisin,1,1198.0,0,1,0
SouthAfrican_Cat,1,2064.0,1,0,0
ntg_sha,1,1838.0,0,1,0
Devdatta95,1,1762.0,1,0,0
masterbe,1,1522.0,0,1,0
Licht228,1,1266.0,0,1,0
ugur1353,1,1456.0,0,1,0
christianmccc,1,876.0,1,0,0
Not_ilia,1,1940.0,0,1,0
Kriti072,1,1173.0,0,1,0
silentscreamtr,1,1522.0,0,1,0
sammycash457chess1,1,1092.0,0,1,0
Deisson,1,1404.0,0,1,0
Avernus,1,1549.0,0,1,0
rty17,1,1746.0,0,1,0
chuchel1,1,1797.0,0,1,0
Stripytiger,1,1406.0,0,1,0
Danis2811,1,952.0,1,0,0
sara-b8762,1,1500.0,0,1,0
Mpklaen,1,891.0,1,0,0
Jacques55,1,822.0,0,1,0
player1789,1,1775.0,0,1,0
planosgil,1,2009.0,0,1,0
snikendeteppe,1,1955.0,1,0,0
suvro94,1,994.0,1,0,0
psydev,1,1254.0,1,0,0
ArsenManuk,1,1802.0,1,0,0
Luk4s98,1,1223.0,0,1,0
yamishi,1,1644.0,1,0,0
Vorwal,1,1347.0,1,0,0
bronquito7,1,1459.0,0,1,0
Krayen,1,1461.0,1,0,0
Bogoljub54,1,2146.0,0,0,1
Victorgoncar,1,875.0,0,1,0
Pappa-Wurm,1,1047.0,1,0,0
Julzerino,1,2240.0,1,0,0
y_lux,1,1306.0,0,1,0
vincenchips,1,1746.0,0,1,0
dede2,1,1795.0,1,0,0
AhmedHykalNEW,1,1637.0,1,0,0
Aguila_007,1,1793.0,0,1,0
MadManMT,1,1524.0,1,0,0
IvanDeMachette,1,1397.0,0,1,0
Ruwaniper1987gmail,1,863.0,0,1,0
pabis83,1,1684.0,0,1,0
Timurik-18,1,1286.0,1,0,0
chaicki,1,1395.0,1,0,0
JohnCazzo,1,1703.0,1,0,0
Galexia1000,1,1253.0,0,1,0
LedaS,1,1868.0,1,0,0
thekingisbackbro,1,1772.0,1,0,0
chodous,1,1434.0,1,0,0
emilxchrist,1,1045.0,1,0,0
YuriyMedvedev,1,1492.0,1,0,0
superintro,1,1885.0,0,1,0
Brianthegoat,1,1578.0,0,1,0
expertmars,1,1756.0,0,1,0
sandocan1980,1,1873.0,0,1,0
theeagle94,1,1902.0,1,0,0
theyanis,1,1700.0,1,0,0
tantanmen13,1,2034.0,1,0,0
bag-55,1,1385.0,1,0,0
Lil_Budg0,1,1677.0,0,1,0
alalsl,1,1389.0,1,0,0
RapidSuccess,1,1584.0,0,1,0
ugr_21,1,866.0,0,1,0
emranjadidi2,1,1630.0,0,1,0
GembongES,1,1682.0,0,1,0
Bonx05,1,1882.0,0,1,0
shivanshuq,1,1380.0,1,0,0
prasanna2016,1,692.0,0,1,0
Dragonpuma,1,1351.0,1,0,0
Aaradhanasathish,1,1500.0,0,1,0
Dinuka,1,1931.0,1,0,0
BATHANG205,1,1236.0,0,1,0
Abraham02,1,1556.0,0,1,0
Bert_is_great,1,1510.0,1,0,0
TurKo37,1,1333.0,0,1,0
kozarhs,1,1171.0,1,0,0
happy2h,1,1292.0,0,1,0
Zirro1337,1,1039.0,0,1,0
pi314159etc,1,1301.0,1,0,0
sofia_pink_slca,1,817.0,0,1,0
lapo0,1,1842.0,0,1,0
revla,1,1995.0,1,0,0
Stsavch,1,822.0,0,1,0
RiyadhBLLD,1,1149.0,0,1,0
vdsk,1,1483.0,0,1,0
SadStitch,1,719.0,1,0,0
